koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag
0.744,0,0,0,0,24.5041103,0.000659,-0.000659,140.1805,0.0196,-0.0196,0.178,0.295,-0.178,6.065,0.432,-0.432,119.5,12.3,-12.3,1.03,0.19,-0.12,574.0,25.59,13.03,-6.77,11.3,5250.0,86.0,-78.0,4.404,0.098,-0.14,0.962,0.182,-0.112,14.375
0.001,0,0,1,0,1.57017249,1.881e-05,-1.881e-05,132.1034,0.0109,-0.0109,0.085,0.363,-0.085,2.257,0.258,-0.258,158.4,19.7,-19.7,0.82,0.12,-0.06,1232.0,543.06,273.31,-138.61,10.2,5300.0,187.0,-187.0,4.66,0.03,-0.09,0.66,0.095,-0.048,15.981
0.997,0,0,0,0,6.15560285,2.704e-05,-2.704e-05,134.81656,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285.0,8.6,-8.6,2.32,0.4,-0.45,1146.0,406.94,200.73,-159.95,35.1,5739.0,114.0,-103.0,4.191,0.162,-0.108,1.384,0.242,-0.266,15.084
1.0,0,0,0,0,10.99470891,1.916e-05,-1.916e-05,137.35769,0.00149,-0.00149,0.265,0.184,-0.265,1.5929,0.0497,-0.0497,884.7,30.9,-30.9,1.71,0.15,-0.17,512.0,16.24,5.19,-4.59,32.7,4302.0,127.0,-127.0,4.661,0.056,-0.028,0.586,0.049,-0.059,15.389
0.969,0,0,0,0,10.56137217,4.34e-05,-4.34e-05,133.76396,0.00339,-0.00339,0.963,0.01,-0.675,3.2645,0.0936,-0.0936,238.4,12.5,-12.5,2.43,0.66,-0.45,867.0,133.56,109.43,-54.29,21.7,5610.0,166.0,-166.0,4.316,0.165,-0.182,1.171,0.319,-0.213,14.581
0.0,1,0,1,1,0.566810643,5.345e-06,-5.345e-06,131.80277,0.00709,-0.00709,0.315,0.185,-0.315,3.471,0.204,-0.204,45.6,3.7,-3.7,0.52,0.13,-0.04,1976.0,3605.07,2659.11,-788.18,17.2,5776.0,157.0,-157.0,4.598,0.04,-0.16,0.758,0.189,-0.05,14.844
0.0,1,0,1,1,0.566796775,3.42e-06,-3.42e-06,131.83811,0.00727,-0.00727,0.974,0.039,-0.701,5.471,0.251,-0.251,144.1,8.8,-8.8,0.61,0.05,-0.06,931.0,176.94,42.82,-39.26,32.2,3453.0,44.0,-44.0,4.892,0.036,-0.03,0.358,0.031,-0.034,15.51
0.0,0,1,1,0,44.18938922,8.511e-05,-8.511e-05,209.98968,0.00151,-0.00151,1.03,1.308,-0.075,6.8151,0.0728,-0.0728,4293.5,48.7,-48.7,14.0,4.06,-1.75,537.0,19.73,16.82,-6.52,102.0,6061.0,164.0,-200.0,4.438,0.087,-0.203,0.968,0.281,-0.121,14.882
1.0,0,0,0,0,105.8817667,0.0001312,-0.0001312,156.97935,0.00101,-0.00101,0.539,0.044,-0.149,18.044,0.102,-0.102,1556.3,6.3,-6.3,10.16,0.94,-1.27,595.0,29.64,7.72,-8.11,301.8,5903.0,79.0,-79.0,3.757,0.078,-0.052,2.499,0.233,-0.311,10.775
0.0,0,0,0,0,19.254536,0.0003153,-0.0003153,148.0172,0.014,-0.014,0.806,0.149,-0.566,4.754,0.333,-0.333,186.0,22.2,-22.2,1.32,0.35,-0.12,625.0,36.02,29.16,-9.91,9.2,5668.0,169.0,-186.0,4.545,0.033,-0.187,0.868,0.233,-0.078,15.23
0.0,0,1,0,0,117.6813778,1.735e-05,-1.735e-05,147.206961,0.000116,-0.000116,0.433,0.003,-0.003,12.7591,0.00856,-0.00856,45362.0,22.5,-22.5,45.43,9.57,-15.54,575.0,25.76,15.95,-15.69,2426.9,6429.0,162.0,-162.0,3.899,0.28,-0.1,2.079,0.438,-0.711,12.112
0.0,0,0,1,0,7.53887442,8.726e-05,-8.726e-05,135.3319,0.011,-0.011,0.727,0.252,-0.502,3.147,0.223,-0.223,342.1,30.7,-30.7,1.33,0.14,-0.12,751.0,75.14,30.41,-20.81,13.6,5318.0,186.0,-186.0,4.601,0.078,-0.058,0.667,0.071,-0.058,15.504
0.981,0,0,0,0,87.0912594,0.0004406,-0.0004406,187.31231,0.00434,-0.00434,0.845,0.005,-0.597,7.0,0.158,-0.158,1129.1,28.3,-28.3,2.95,0.18,-0.13,321.0,2.52,0.55,-0.39,41.8,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,14.194
0.997,0,0,0,0,15.1408916,0.0001144,-0.0001144,143.74584,0.00641,-0.00641,0.136,0.312,-0.136,4.359,0.146,-0.146,476.8,27.7,-27.7,1.93,0.6,-0.19,714.0,61.42,57.53,-18.51,20.1,5926.0,187.0,-207.0,4.532,0.05,-0.2,0.887,0.273,-0.091,15.679
0.918,0,0,0,0,25.8730914,0.0001464,-0.0001464,143.28644,0.00585,-0.00585,0.196,0.246,-0.196,5.085,0.216,-0.216,694.4,39.6,-39.6,2.88,0.91,-0.39,667.0,46.82,44.92,-16.46,20.1,6036.0,190.0,-211.0,4.382,0.09,-0.21,1.093,0.345,-0.148,15.323
1.0,0,0,0,0,10.9192653,0.0001144,-0.0001144,134.26789,0.00733,-0.00733,0.434,0.02,-0.434,4.572,0.223,-0.223,91.1,7.1,-7.1,1.9,0.24,-0.44,1107.0,355.29,121.69,-155.75,15.0,5745.0,86.0,-69.0,3.939,0.189,-0.081,1.972,0.246,-0.458,13.534
1.0,0,0,0,0,15.99560373,9.626e-05,-9.626e-05,144.2399,0.00503,-0.00503,0.088,0.37,-0.088,3.471,0.135,-0.135,221.7,12.2,-12.2,1.04,0.07,-0.04,550.0,21.54,4.94,-3.25,20.0,4955.0,100.0,-100.0,4.61,0.018,-0.046,0.721,0.047,-0.029,14.017
0.0,0,1,0,0,62.127677128,9.976e-06,-9.976e-06,172.0663,0.000123,-0.000123,1.158,0.057,-0.056,5.25005,0.00654,-0.00654,37430.0,44.8,-44.8,38.61,6.7,-5.02,402.0,6.15,3.38,-1.98,990.3,5344.0,160.0,-144.0,4.494,0.117,-0.143,0.807,0.14,-0.105,14.822
1.0,0,0,0,0,2.525591777,3.761e-06,-3.761e-06,171.59555,0.00113,-0.00113,0.701,0.235,-0.478,1.6545,0.042,-0.042,603.3,16.9,-16.9,2.75,0.88,-0.35,1406.0,926.16,874.33,-314.24,40.9,6031.0,169.0,-211.0,4.438,0.07,-0.21,1.046,0.334,-0.133,15.509
0.0,0,1,0,1,43.798566,0.000347,-0.000347,172.58505,0.00747,-0.00747,1.182,72.64,-1.59,6.401,0.31,-0.31,290.4,13.5,-13.5,48.52,8.08,-17.5,721.0,63.8,35.13,-40.43,26.1,5611.0,186.0,-152.0,3.842,0.344,-0.108,2.227,0.371,-0.803,12.963
1.0,0,0,0,0,9.75374033,4.46e-05,-4.46e-05,134.06014,0.00353,-0.00353,0.295,0.171,-0.295,2.348,0.111,-0.111,430.8,26.9,-26.9,1.87,0.48,-0.17,813.0,103.3,77.65,-27.81,18.9,5806.0,157.0,-175.0,4.528,0.044,-0.187,0.899,0.229,-0.082,15.158
0.999,0,0,0,0,96.81647,0.0008937,-0.0008937,136.55813,0.00727,-0.00727,0.034,0.42,-0.034,10.227,0.19,-0.19,164.7,7.3,-7.3,3.19,0.38,-0.91,655.0,43.39,15.77,-22.77,25.9,6404.0,129.0,-116.0,3.793,0.218,-0.058,2.467,0.301,-0.703,11.816
0.969,0,0,0,0,147.661729,0.001501,-0.001501,243.95262,0.00829,-0.00829,0.002,0.44,-0.002,6.207,0.323,-0.323,1087.8,93.9,-93.9,1.59,0.12,-0.14,176.0,0.23,0.06,-0.05,13.2,3788.0,76.0,-84.0,4.774,0.036,-0.04,0.49,0.037,-0.041,15.645
0.904,0,0,0,0,20.5512722,0.0001597,-0.0001597,141.087,0.00573,-0.00573,0.946,0.005,-0.676,4.639,0.134,-0.134,191.2,11.2,-11.2,1.64,0.18,-0.13,607.0,32.01,10.6,-6.79,20.0,5401.0,108.0,-97.0,4.464,0.075,-0.082,0.918,0.1,-0.073,13.55
0.98,0,0,0,0,1500.1406772,0.0,0.0,176.08226,0.00404,-0.00404,0.9131,0.0068,-0.0081,25.727,0.497,-0.497,4129.9,76.6,-76.6,18.35,5.02,-2.42,206.0,0.42,0.31,-0.12,83.3,5009.0,81.0,-92.0,3.755,0.091,-0.163,2.283,0.625,-0.301,13.862
0.0,0,1,0,0,12.718711489,1.817e-06,-1.817e-06,172.995345,0.000115,-0.000115,1.588,2.586,-0.132,2.48998,0.00805,-0.00805,8378.9,18.5,-18.5,120.02,30.61,-45.87,1042.0,279.33,225.15,-186.8,550.2,6120.0,213.0,-213.0,4.036,0.378,-0.162,1.596,0.407,-0.61,13.816
0.997,0,0,0,0,4.02877097,2.404e-05,-2.404e-05,133.76774,0.00487,-0.00487,0.193,0.265,-0.193,3.173,0.133,-0.133,100.4,6.0,-6.0,1.21,0.21,-0.19,1311.0,699.45,342.32,-244.92,18.6,6052.0,121.0,-133.0,4.285,0.137,-0.112,1.202,0.208,-0.189,13.268
1.0,0,0,0,0,3.105507835,1.149e-06,-1.149e-06,133.210427,0.000311,-0.000311,0.799,0.001,-0.561,1.7458,0.0224,-0.0224,904.6,6.0,-6.0,2.68,0.17,-0.1,980.0,217.91,47.94,-32.46,178.6,4989.0,90.0,-110.0,4.585,0.012,-0.064,0.791,0.052,-0.028,13.341
0.0,0,1,1,1,359.102042,0.008157,-0.008157,393.8542,0.013,-0.013,1.201,70.34,-0.223,16.949,0.822,-0.822,1102.9,50.3,-50.3,28.76,9.08,-3.04,290.0,1.67,1.5,-0.49,26.5,6355.0,153.0,-192.0,4.41,0.054,-0.202,1.108,0.35,-0.117,13.906
1.0,0,0,0,0,12.49340725,1.236e-05,-1.236e-05,138.462232,0.000841,-0.000841,0.594,0.27,-0.395,2.2614,0.0287,-0.0287,715.7,10.8,-10.8,2.2,0.17,-0.1,649.0,42.08,10.56,-6.76,76.2,5207.0,103.0,-103.0,4.561,0.032,-0.063,0.795,0.06,-0.037,13.575
0.0,0,1,0,0,175.329014,0.002603,-0.002603,230.9292,0.0117,-0.0117,1.231,6.865,-0.383,6.269,0.532,-0.532,1059.1,75.6,-75.6,27.03,8.49,-2.81,327.0,2.69,2.49,-0.82,16.7,6008.0,168.0,-210.0,4.499,0.052,-0.208,0.93,0.292,-0.097,15.31
0.999,0,0,0,0,20.7057153,0.0007598,-0.0007598,139.9803,0.0222,-0.0222,0.922,0.046,-0.651,9.678,0.577,-0.577,115.9,9.9,-9.9,3.22,0.56,-1.04,967.0,206.73,95.46,-116.73,13.5,5668.0,85.0,-76.0,3.792,0.255,-0.102,2.437,0.423,-0.785,14.276
0.98,1,0,0,0,350.81029,0.02337,-0.02337,147.6369,0.029,-0.029,0.3892,0.0574,-0.3892,11.29,1.3,-1.3,538.3,59.2,-59.2,2.86,1.65,-0.48,282.0,1.51,2.67,-0.61,15.1,5841.0,162.0,-212.0,4.321,0.12,-0.32,1.226,0.709,-0.203,14.982
1.0,0,0,0,0,3.609313059,7.605e-06,-7.605e-06,133.79024,0.00186,-0.00186,0.408,0.032,-0.408,1.7752,0.054,-0.054,1375.1,45.1,-45.1,3.26,0.92,-0.31,1092.0,336.16,286.59,-94.96,35.0,5668.0,169.0,-186.0,4.545,0.036,-0.192,0.868,0.246,-0.082,15.54
0.0,1,0,0,0,0.53936593,1.878e-06,-1.878e-06,131.97457,0.00346,-0.00346,0.988,0.046,-0.012,5.434,0.42,-0.42,145.0,80.3,-80.3,9.19,0.44,-3.94,5016.0,149399.93,35721.31,-106451.43,57.6,6341.0,195.0,-195.0,3.301,0.396,-0.066,5.302,0.253,-2.276,12.915
1.0,0,0,0,0,5.841636615,9.841e-06,-9.841e-06,135.92315,0.00132,-0.00132,0.026,0.405,-0.026,1.8734,0.0467,-0.0467,1336.3,37.0,-37.0,1.38,0.17,-0.21,446.0,9.38,3.49,-3.2,41.1,3526.0,71.0,-78.0,4.866,0.066,-0.044,0.383,0.048,-0.058,15.921
1.0,0,0,0,0,3.23941775,1.603e-05,-1.603e-05,133.98383,0.00367,-0.00367,0.386,0.072,-0.386,2.569,0.12,-0.12,77.4,5.2,-5.2,0.77,0.21,-0.07,1213.0,511.14,416.08,-137.81,17.2,6075.0,163.0,-181.0,4.541,0.036,-0.204,0.858,0.238,-0.079,13.658
0.961,0,0,0,0,31.4202111,0.0004258,-0.0004258,132.7457,0.0118,-0.0118,0.075,0.399,-0.075,4.021,0.271,-0.271,390.5,41.9,-41.9,1.45,0.21,-0.12,471.0,11.6,5.66,-2.91,10.6,5269.0,158.0,-158.0,4.603,0.032,-0.097,0.748,0.112,-0.06,15.809
0.776,0,0,0,0,20.0679247,0.0002764,-0.0002764,150.7703,0.0115,-0.0115,0.849,0.104,-0.628,5.236,0.228,-0.228,482.2,35.3,-35.3,2.25,0.66,-0.21,662.0,45.49,40.49,-13.81,13.8,5997.0,189.0,-231.0,4.522,0.05,-0.2,0.904,0.264,-0.088,15.59
0.003,1,0,0,0,4.75307877,0.0004018,-0.0004018,134.5462132,0.0538,-0.0538,0.019,0.476,-0.019,2.35,2.2,-2.2,933.0,208.0,-208.0,505.94,72.95,-291.8,7040.0,580415.2,281907.59,-489177.37,6.4,3486.0,112.0,-112.0,0.5,0.338,-0.338,180.013,25.956,-103.825,13.524
0.0,1,0,1,1,12.4244306,0.0008559,-0.0008559,141.647,0.0746,-0.0746,0.98,0.002,-0.685,26.15,1.0,-1.0,214.1,13.9,-13.9,1.59,0.42,-0.13,714.0,61.31,49.37,-16.52,15.5,5761.0,190.0,-190.0,4.581,0.042,-0.168,0.791,0.205,-0.068,15.899
0.0,0,1,0,0,14.405857436,9.74e-07,-9.74e-07,360.3847471,4.81e-05,-4.81e-05,0.001,0.026,-0.001,5.48509,0.00152,-0.00152,30431.0,14.2,-14.2,23.42,6.56,-6.56,888.0,146.95,125.07,-80.76,2294.1,5945.0,184.0,-205.0,4.196,0.246,-0.164,1.346,0.377,-0.377,14.808
0.984,0,0,0,0,4.13827684,2.596e-05,-2.596e-05,133.2285,0.00504,-0.00504,0.499,0.443,-0.284,3.449,0.18,-0.18,63.8,4.2,-4.2,1.13,0.19,-0.23,1324.0,725.53,318.11,-293.04,16.8,5758.0,78.0,-86.0,4.168,0.182,-0.098,1.385,0.232,-0.283,13.71
0.995,0,0,0,0,23.5541012,0.0001812,-0.0001812,144.21486,0.00549,-0.00549,0.536,0.389,-0.328,7.3,0.159,-0.159,95.2,3.7,-3.7,2.33,0.86,-0.7,1381.0,859.63,961.81,-508.02,29.9,9565.0,302.0,-416.0,4.088,0.171,-0.209,2.286,0.841,-0.688,11.98
0.0,1,0,1,1,12.4288476,0.0004875,-0.0004875,141.2012,0.0317,-0.0317,0.031,0.432,-0.03,16.43,0.726,-0.726,165.4,12.6,-12.6,1.12,0.29,-0.12,725.0,65.27,52.55,-20.17,15.2,5595.0,186.0,-186.0,4.513,0.048,-0.18,0.886,0.229,-0.098,15.47
0.0,0,1,1,1,3.747838198,3.896e-06,-3.896e-06,171.66504,0.000902,-0.000902,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,266.76,180.49,-62.76,138.2,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,13.496
0.0,0,1,0,0,2.947376671,3.228e-06,-3.228e-06,171.522978,0.000883,-0.000883,2.641,10.99,-0.707,2.0911,0.0437,-0.0437,433.2,8.5,-8.5,403.59,85.99,-105.0,2404.0,7903.84,5082.12,-4259.41,62.3,8090.0,226.0,-340.0,4.002,0.198,-0.132,2.234,0.476,-0.581,10.47
1.0,0,0,0,0,2.29794819,2.025e-05,-2.025e-05,131.49826,0.00724,-0.00724,0.108,0.341,-0.108,2.84,0.231,-0.231,83.2,8.0,-8.0,0.98,0.29,-0.12,1547.0,1352.14,1150.42,-445.04,12.2,6371.0,169.0,-207.0,4.426,0.065,-0.195,1.072,0.312,-0.134,15.079
0.0,0,1,1,1,5.93720557,1.538e-05,-1.538e-05,171.57597,0.00227,-0.00227,0.976,0.012,-0.006,4.882,0.171,-0.171,371.4,11.2,-11.2,1.84,0.32,-0.1,894.0,150.81,80.47,-30.75,59.9,5857.0,158.0,-158.0,4.633,0.032,-0.128,0.712,0.124,-0.041,13.799
0.368,1,0,0,0,24.7222403,0.0003623,-0.0003623,146.4611,0.0123,-0.0123,0.106,0.35,-0.106,4.53,0.349,-0.349,290.1,34.7,-34.7,1.31,0.24,-0.11,536.0,19.53,11.18,-4.84,9.3,5481.0,166.0,-149.0,4.592,0.032,-0.12,0.778,0.141,-0.065,15.857
1.0,0,0,0,0,5.132486123,9.634e-06,-9.634e-06,132.15985,0.00176,-0.00176,0.217,0.222,-0.217,1.4575,0.0461,-0.0461,908.4,31.0,-31.0,1.69,0.09,-0.08,584.0,27.41,5.61,-4.42,35.4,3879.0,77.0,-77.0,4.707,0.018,-0.036,0.578,0.032,-0.027,15.535
0.982,0,0,0,0,16.8600805,0.00013,-0.00013,139.84916,0.00662,-0.00662,0.682,0.255,-0.47,5.557,0.174,-0.174,273.4,14.0,-14.0,1.71,0.47,-0.24,765.0,80.9,68.23,-28.8,22.4,6205.0,197.0,-219.0,4.419,0.101,-0.188,0.973,0.268,-0.134,14.989
0.999,0,0,0,0,4.85819429,2.679e-05,-2.679e-05,135.14503,0.00492,-0.00492,0.086,0.35,-0.086,5.356,0.145,-0.145,76.3,3.5,-3.5,2.04,0.34,-0.74,1685.0,1904.91,1018.11,-1214.17,25.2,6109.0,182.0,-164.0,3.78,0.315,-0.105,2.326,0.391,-0.847,13.269
0.006,0,1,0,0,3.9043425,1.339e-06,-1.339e-06,173.393734,0.000266,-0.000266,0.709,0.011,-0.015,3.831,0.0271,-0.0271,16228.0,62.1,-62.1,12.28,3.56,-1.19,1104.0,351.05,298.42,-97.69,323.4,5810.0,157.0,-175.0,4.526,0.05,-0.2,0.898,0.26,-0.087,15.016
0.985,0,0,0,0,15.67750191,5.785e-05,-5.785e-05,179.47311,0.00283,-0.00283,0.911,0.037,-0.622,5.5082,0.0866,-0.0866,115.5,3.1,-3.1,1.42,0.05,-0.05,810.0,101.79,13.83,-13.83,39.6,6003.0,96.0,-108.0,4.303,0.018,-0.014,1.109,0.036,-0.04,11.811
0.98,0,0,1,0,2.754024,0.0005967,-0.0005967,133.731,0.176,-0.176,0.7277,0.1957,-0.4837,4.15,0.529,-0.529,172.2,16.8,-16.8,1.68,0.96,-0.24,1553.0,1374.41,2440.86,-511.21,13.8,6419.0,185.0,-252.0,4.321,0.105,-0.318,1.188,0.682,-0.168,14.059
1.0,0,0,0,0,6.581477136,5.485e-06,-5.485e-06,174.787814,0.00063,-0.00063,0.137,0.314,-0.137,3.0896,0.0368,-0.0368,2318.9,22.1,-22.1,4.56,1.56,-0.72,881.0,142.63,149.93,-53.12,116.2,5188.0,171.0,-155.0,4.4,0.14,-0.26,0.973,0.333,-0.154,15.471
0.998,0,0,0,0,26.1363443,0.0001142,-0.0001142,131.61796,0.00342,-0.00342,0.187,0.26,-0.187,6.613,0.108,-0.108,362.2,9.9,-9.9,2.8,0.51,-0.51,782.0,88.29,45.0,-33.66,38.1,6188.0,124.0,-124.0,4.152,0.168,-0.112,1.465,0.265,-0.265,13.781
0.0,0,1,0,0,28.714216138,4.21e-06,-4.21e-06,182.608668,0.000117,-0.000117,0.919,0.015,-0.014,6.0624,0.0101,-0.0101,43702.0,54.6,-54.6,42.19,12.65,-8.43,794.0,93.74,83.28,-41.72,1230.7,6706.0,189.0,-236.0,4.226,0.132,-0.182,1.417,0.425,-0.283,13.765
0.0,0,1,0,0,3.6037011,0.0001393,-0.0001393,131.6711,0.0499,-0.0499,1.225,6.83,-0.482,2.994,0.111,-0.111,16112.0,568.0,-568.0,66.94,19.95,-29.9,1464.0,1089.0,1024.86,-793.83,33.4,5633.0,203.0,-169.0,4.016,0.495,-0.165,1.547,0.461,-0.691,14.492
0.943,0,0,0,0,4.86634094,2.5e-05,-2.5e-05,353.34131,0.00379,-0.00379,0.895,0.075,-0.687,1.885,0.139,-0.139,366.7,28.9,-28.9,1.94,0.07,-0.14,881.0,142.39,21.52,-26.92,15.2,4996.0,82.0,-74.0,4.497,0.08,-0.025,0.831,0.032,-0.06,15.86
1.0,0,0,0,0,7.42608123,1.88e-05,-1.88e-05,139.90039,0.00205,-0.00205,0.097,0.343,-0.097,3.6379,0.0672,-0.0672,443.3,12.6,-12.6,2.47,0.39,-0.23,1037.0,273.78,110.12,-60.87,37.5,6049.0,72.0,-91.0,4.353,0.076,-0.114,1.176,0.184,-0.107,14.818
0.0,0,1,0,0,1.20320092,2.96e-07,-2.96e-07,133.929836,0.000204,-0.000204,1.274,3.088,-0.042,1.9197,0.0108,-0.0108,2807.1,13.5,-13.5,49.25,8.83,-8.84,2124.0,4809.16,2430.0,-1846.8,250.8,6218.0,124.0,-137.0,4.198,0.162,-0.108,1.349,0.242,-0.242,11.374
0.998,0,0,0,0,30.8639476,0.000107,-0.000107,162.88077,0.00279,-0.00279,0.907,0.014,-0.649,8.864,0.11,-0.11,256.5,4.7,-4.7,3.01,0.16,-0.13,743.0,72.05,12.48,-9.15,63.0,5977.0,80.0,-80.0,4.08,0.02,-0.018,1.571,0.086,-0.063,12.547
0.972,0,0,0,0,16.473474,0.0001579,-0.0001579,142.68604,0.00756,-0.00756,0.014,0.443,-0.014,4.201,0.304,-0.304,470.5,43.1,-43.1,1.63,0.22,-0.2,612.0,33.22,16.14,-10.57,13.0,5364.0,194.0,-162.0,4.529,0.108,-0.081,0.754,0.102,-0.092,15.889
0.692,0,1,0,0,2.086076372,1.072e-06,-1.072e-06,133.416141,0.000439,-0.000439,13.376,26.07,-1.491,2.4032,0.0189,-0.0189,58858.0,431.0,-431.0,1543.74,401.5,-401.4,1645.0,1728.2,1392.12,-909.68,159.3,6124.0,200.0,-218.0,4.265,0.231,-0.189,1.119,0.291,-0.291,14.554
0.0,0,1,1,0,24.2598301,0.0001329,-0.0001329,132.47982,0.00511,-0.00511,1.244,7.076,-0.344,3.897,0.218,-0.218,1540.3,72.0,-72.0,25.42,5.56,-2.36,547.0,21.13,14.63,-5.94,26.3,5485.0,182.0,-182.0,4.574,0.036,-0.144,0.805,0.176,-0.075,15.962
1.0,0,0,0,0,4.790912471,7.96e-06,-7.96e-06,132.01539,0.00142,-0.00142,0.969,0.02,-0.669,0.5134,0.0689,-0.0689,360.7,23.9,-23.9,2.25,0.07,-0.12,717.0,62.51,8.83,-10.98,17.6,4359.0,78.0,-87.0,4.601,0.045,-0.01,0.676,0.021,-0.037,14.452
0.014,0,0,1,0,11.50528603,8.124e-05,-8.124e-05,135.1016,0.0057,-0.0057,0.461,0.515,-0.254,2.098,0.223,-0.223,260.2,29.3,-29.3,1.83,0.56,-0.22,912.0,163.79,145.33,-53.14,11.4,6355.0,172.0,-210.0,4.41,0.062,-0.188,1.108,0.335,-0.134,15.191
1.0,0,0,0,0,135.1879934,0.000317,-0.000317,190.93292,0.002,-0.002,0.023,0.334,-0.023,8.8191,0.0656,-0.0656,663.4,8.9,-8.9,2.32,0.31,-0.2,345.0,3.33,1.25,-0.78,85.8,5731.0,103.0,-115.0,4.451,0.095,-0.095,0.906,0.119,-0.08,12.765
0.0,1,0,0,0,87.140633,3.206e-05,-3.206e-05,169.262,0.00334,-0.00334,0.5366,0.201,-0.256,18.11,0.116,-0.116,411.7,16.9,-16.9,2.23,0.4,-0.24,862.0,11.37,12.6,-3.43,26.0,5739.0,151.0,-149.0,4.45,0.066,-0.117,0.974,0.211,-0.101,15.149
0.0,0,1,1,0,1.171536413,9.84e-07,-9.84e-07,178.597581,0.000708,-0.000708,0.973,0.48,-0.022,1.5878,0.0441,-0.0441,1132.7,21.2,-21.2,7.12,1.98,-1.06,2387.0,7673.2,6470.36,-3292.52,67.0,7021.0,219.0,-406.0,4.275,0.078,-0.182,1.485,0.411,-0.221,15.634
0.0,0,0,1,1,1.8912851,3.084e-05,-3.084e-05,132.676,0.0187,-0.0187,1.216,3.363,-0.091,6.182,0.346,-0.346,1223.4,57.2,-57.2,19.96,1.64,-1.64,1061.0,299.44,103.69,-81.11,25.7,4700.0,167.0,-167.0,4.605,0.036,-0.04,0.707,0.058,-0.058,16.851
0.993,0,0,0,0,5.75902182,4.978e-05,-4.978e-05,132.16301,0.0066,-0.0066,0.329,0.124,-0.329,2.687,0.216,-0.216,70.8,8.3,-8.3,0.91,0.28,-0.12,1112.0,362.12,326.5,-121.82,9.9,6247.0,152.0,-217.0,4.433,0.054,-0.216,1.066,0.335,-0.134,14.199
0.0,0,0,1,0,22.0425953,0.0003503,-0.0003503,134.1281,0.0104,-0.0104,1.191,0.428,-0.528,61.2018,0.0,0.0,348.0,6.5,-6.5,28.78,7.83,-7.83,760.0,78.85,65.7,-42.66,90.4,5974.0,189.0,-210.0,4.216,0.258,-0.172,1.26,0.343,-0.343,12.999
1.0,0,0,0,0,14.70749512,3.674e-05,-3.674e-05,175.79267,0.00189,-0.00189,0.127,0.334,-0.127,3.1506,0.0633,-0.0633,262.0,7.7,-7.7,2.04,0.35,-0.34,819.0,106.22,49.69,-38.62,36.3,5676.0,101.0,-113.0,4.247,0.143,-0.117,1.28,0.217,-0.217,13.387
0.996,0,0,0,0,1.538185321,7.011e-06,-7.011e-06,132.49067,0.00402,-0.00402,0.7,0.258,-0.482,1.683,0.101,-0.101,277.2,21.0,-21.0,1.29,0.17,-0.12,1234.0,547.92,264.07,-156.05,15.2,5107.0,184.0,-184.0,4.615,0.033,-0.077,0.723,0.097,-0.065,15.329
0.322,0,0,0,0,494.485085,0.004886,-0.004886,527.70941,0.00545,-0.00545,0.017,0.415,-0.016,3.905,0.238,-0.238,385.3,32.2,-32.2,5.03,0.95,-1.76,379.0,4.88,2.79,-3.06,13.9,6303.0,172.0,-191.0,3.774,0.293,-0.098,2.553,0.481,-0.894,12.088
0.0,0,1,0,0,9.88047978,1.553e-06,-1.553e-06,173.608672,0.000127,-0.000127,1.02,0.237,-0.041,2.78458,0.00644,-0.00644,18541.0,36.6,-36.6,23.6,7.06,-2.34,860.0,129.45,113.32,-37.5,534.5,6113.0,164.0,-200.0,4.512,0.052,-0.208,0.917,0.274,-0.091,15.212
1.0,0,0,0,0,20.30303506,5.995e-05,-5.995e-05,176.8028,0.00223,-0.00223,0.793,0.132,-0.574,4.5038,0.0695,-0.0695,533.4,12.8,-12.8,2.16,0.56,-0.24,630.0,37.12,28.44,-10.87,44.7,5788.0,155.0,-155.0,4.524,0.06,-0.18,0.848,0.221,-0.095,14.338
0.0,0,1,1,0,1.073917869,5.51e-07,-5.51e-07,177.924088,0.000435,-0.000435,1.266,1.881,-0.044,2.4305,0.0247,-0.0247,1926.6,16.9,-16.9,33.01,10.6,-3.55,1794.0,2450.63,2389.36,-756.68,137.5,5962.0,187.0,-208.0,4.479,0.054,-0.216,0.959,0.308,-0.103,15.686
1.0,0,0,0,0,16.38489988,5.219e-05,-5.219e-05,172.72782,0.00248,-0.00248,0.001,0.437,-0.001,3.0249,0.0798,-0.0798,1127.1,42.0,-42.0,2.0,0.09,-0.1,433.0,8.35,1.49,-1.35,28.9,4126.0,82.0,-82.0,4.661,0.022,-0.022,0.615,0.027,-0.029,15.095
